account_id,subscription_id,start_date,end_date,end_date_inferred,next_start_date,subscription_seq,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,is_trial,auto_renew_flag,upgrade_flag,downgrade_flag,subscription_cancel_flag
A-39b19f,S-049328,2023-07-20,,2023-11-23,2023-11-23,4,Pro,55,2695,32340,monthly,False,True,False,False,False
A-39b19f,S-0c03b0,2023-11-23,,2024-03-25,2024-03-25,5,Pro,36,1764,21168,monthly,False,False,False,False,False
A-39b19f,S-fb4fae,2024-03-25,2024-05-01,2024-05-01,2024-05-11,6,Enterprise,41,8159,97908,monthly,False,True,False,False,True
A-39b19f,S-233c23,2024-05-11,,2024-05-17,2024-05-17,7,Pro,54,2646,31752,monthly,False,False,True,False,False
A-39b19f,S-dd73ac,2024-05-17,,2024-09-04,2024-09-04,8,Enterprise,14,2786,33432,monthly,False,False,False,False,False
A-39b19f,S-358daa,2024-09-04,,2024-10-03,2024-10-03,9,Enterprise,24,0,0,annual,True,True,False,False,False
A-39b19f,S-fced99,2024-10-03,,2024-11-07,2024-11-07,10,Enterprise,42,0,0,monthly,True,True,False,False,False
A-39b19f,S-d7497b,2024-11-07,,,,11,Basic,13,247,2964,monthly,False,True,False,False,False
A-39ddf4,S-61e86c,2024-12-07,,2024-12-10,2024-12-10,1,Enterprise,40,7960,95520,annual,False,True,False,False,False
A-39ddf4,S-46526e,2024-12-10,,2024-12-20,2024-12-20,2,Pro,44,2156,25872,annual,False,False,False,False,False
A-39ddf4,S-404132,2024-12-20,2024-12-29,2024-12-29,2024-12-21,3,Pro,40,1960,23520,annual,False,True,False,False,True
A-39ddf4,S-df0314,2024-12-21,,2024-12-24,2024-12-24,4,Pro,40,1960,23520,monthly,False,True,False,False,False
A-39ddf4,S-c57c91,2024-12-24,,2024-12-26,2024-12-26,5,Pro,40,1960,23520,monthly,False,True,False,False,False
A-39ddf4,S-4c8ab8,2024-12-26,,2024-12-27,2024-12-27,6,Pro,40,1960,23520,monthly,False,True,False,False,False
A-39ddf4,S-d69e2c,2024-12-27,,2024-12-29,2024-12-29,7,Pro,40,1960,23520,annual,False,False,False,False,False
A-39ddf4,S-96383d,2024-12-29,,2024-12-30,2024-12-30,8,Enterprise,40,7960,95520,annual,False,True,False,False,False
A-39ddf4,S-cdd281,2024-12-30,,,,9,Enterprise,40,7960,95520,monthly,False,True,False,False,False
A-3a5ad8,S-d1ef4d,2023-12-18,,2024-01-01,2024-01-01,1,Enterprise,9,0,0,annual,True,True,False,False,False
A-3a5ad8,S-148506,2024-01-01,,2024-01-14,2024-01-14,2,Basic,9,171,2052,annual,False,True,False,False,False
A-3a5ad8,S-be86e3,2024-01-14,,2024-02-15,2024-02-15,3,Enterprise,11,2189,26268,annual,False,True,False,True,False
A-3a5ad8,S-d1f12e,2024-02-15,,2024-03-31,2024-03-31,4,Enterprise,31,6169,74028,monthly,False,True,False,False,False
A-3a5ad8,S-306a99,2024-03-31,,2024-04-16,2024-04-16,5,Basic,9,0,0,monthly,True,True,False,False,False
A-3a5ad8,S-0f15b7,2024-04-16,,2024-05-15,2024-05-15,6,Pro,9,441,5292,monthly,False,True,False,False,False
A-3a5ad8,S-b15faf,2024-05-15,,2024-05-17,2024-05-17,7,Basic,95,1805,21660,monthly,False,True,False,False,False
A-3a5ad8,S-6e177f,2024-05-17,,2024-09-07,2024-09-07,8,Pro,9,441,5292,monthly,False,True,False,False,False
A-3a5ad8,S-bb1cf1,2024-09-07,,2024-11-06,2024-11-06,9,Enterprise,9,0,0,monthly,True,False,True,False,False
A-3a5ad8,S-8106d9,2024-11-06,,2024-11-19,2024-11-19,10,Pro,36,1764,21168,monthly,False,False,False,False,False
A-3a5ad8,S-a82909,2024-11-19,,2024-12-20,2024-12-20,11,Enterprise,70,13930,167160,annual,False,True,False,False,False
A-3a5ad8,S-9cca23,2024-12-20,,2024-12-25,2024-12-25,12,Enterprise,9,1791,21492,monthly,False,True,False,False,False
A-3a5ad8,S-79a9e1,2024-12-25,,,,13,Enterprise,22,0,0,annual,True,True,False,False,False
A-3a7284,S-078e94,2024-11-28,,2024-11-28,2024-11-28,1,Enterprise,31,6169,74028,monthly,False,True,False,False,False
A-3a7284,S-debbee,2024-11-28,2024-12-11,2024-12-11,2024-11-30,2,Basic,73,1387,16644,annual,False,True,False,False,True
A-3a7284,S-522a6f,2024-11-30,,2024-12-05,2024-12-05,3,Enterprise,39,7761,93132,annual,False,True,False,False,False
A-3a7284,S-02d6c8,2024-12-05,,2024-12-12,2024-12-12,4,Enterprise,31,6169,74028,monthly,False,True,False,False,False
A-3a7284,S-c9d323,2024-12-12,,2024-12-15,2024-12-15,5,Pro,31,1519,18228,monthly,False,True,False,False,False
A-3a7284,S-235670,2024-12-15,,2024-12-15,2024-12-15,6,Enterprise,33,6567,78804,monthly,False,True,False,True,False
A-3a7284,S-9a4589,2024-12-15,,2024-12-18,2024-12-18,7,Pro,31,1519,18228,annual,False,True,False,False,False
A-3a7284,S-4eef1a,2024-12-18,,2024-12-21,2024-12-21,8,Basic,31,589,7068,monthly,False,True,False,False,False
A-3a7284,S-da0b9b,2024-12-21,2024-12-23,2024-12-23,2024-12-23,9,Pro,33,1617,19404,annual,False,True,False,False,True
A-3a7284,S-a3b329,2024-12-23,,2024-12-25,2024-12-25,10,Basic,37,703,8436,monthly,False,False,False,True,False
A-3a7284,S-321498,2024-12-25,2024-12-31,2024-12-31,2024-12-28,11,Pro,31,0,0,monthly,True,True,False,False,True
A-3a7284,S-7be036,2024-12-28,,,,12,Pro,31,1519,18228,annual,False,True,True,False,False
A-3b37d9,S-07aba0,2023-04-11,,2023-07-10,2023-07-10,1,Enterprise,23,4577,54924,annual,False,True,True,False,False
A-3b37d9,S-39e88c,2023-07-10,,2023-10-11,2023-10-11,2,Pro,23,1127,13524,annual,False,True,False,False,False
A-3b37d9,S-02b754,2023-10-11,,2023-11-13,2023-11-13,3,Enterprise,23,4577,54924,annual,False,False,False,False,False
A-3b37d9,S-2fc028,2023-11-13,2024-11-27,2024-11-27,2023-12-02,4,Enterprise,23,4577,54924,annual,False,True,True,False,True
A-3b37d9,S-d1dbf7,2023-12-02,,2024-05-28,2024-05-28,5,Pro,28,0,0,monthly,True,True,False,False,False
A-3b37d9,S-115510,2024-05-28,,2024-11-17,2024-11-17,6,Enterprise,23,0,0,monthly,True,True,False,False,False
A-3b37d9,S-3af70e,2024-11-17,,,,7,Enterprise,23,4577,54924,annual,False,True,False,False,False
A-3b5cd1,S-332e0d,2023-09-30,,2023-10-07,2023-10-07,1,Pro,13,0,0,monthly,True,True,False,True,False
A-3b5cd1,S-b4ac47,2023-10-07,,2023-10-09,2023-10-09,2,Pro,31,1519,18228,annual,False,False,False,False,False
A-3b5cd1,S-e3165d,2023-10-09,,2023-11-18,2023-11-18,3,Pro,21,1029,12348,monthly,False,True,False,False,False
A-3b5cd1,S-cccce3,2023-11-18,,2023-12-29,2023-12-29,4,Pro,13,637,7644,monthly,False,True,True,False,False
A-3b5cd1,S-ff582b,2023-12-29,,2024-01-03,2024-01-03,5,Enterprise,13,2587,31044,monthly,False,True,False,False,False
A-3b5cd1,S-067c38,2024-01-03,,2024-01-29,2024-01-29,6,Basic,16,304,3648,monthly,False,True,False,False,False
A-3b5cd1,S-a648e7,2024-01-29,,2024-02-27,2024-02-27,7,Basic,13,247,2964,annual,False,False,False,False,False
A-3b5cd1,S-224bca,2024-02-27,,2024-03-24,2024-03-24,8,Enterprise,18,3582,42984,monthly,False,False,False,False,False
A-3b5cd1,S-70cf3c,2024-03-24,,2024-06-11,2024-06-11,9,Pro,13,637,7644,monthly,False,True,False,False,False
A-3b5cd1,S-f3138f,2024-06-11,,2024-11-24,2024-11-24,10,Enterprise,55,0,0,annual,True,True,True,False,False
A-3b5cd1,S-211bc2,2024-11-24,,2024-12-24,2024-12-24,11,Enterprise,13,2587,31044,annual,False,False,False,False,False
A-3b5cd1,S-d959d3,2024-12-24,,2024-12-24,2024-12-24,12,Enterprise,21,4179,50148,annual,False,True,False,False,False
A-3b5cd1,S-fc3dcb,2024-12-24,,,,13,Enterprise,32,6368,76416,annual,False,True,False,False,False
A-3be56b,S-4977c8,2023-11-22,2024-02-23,2024-02-23,2023-12-16,1,Enterprise,3,0,0,annual,True,False,False,False,True
A-3be56b,S-e2c20a,2023-12-16,,2024-02-01,2024-02-01,2,Pro,62,3038,36456,monthly,False,True,False,False,False
A-3be56b,S-2f729b,2024-02-01,2024-03-05,2024-03-05,2024-03-08,3,Pro,35,1715,20580,monthly,False,True,False,False,True
A-3be56b,S-cf44af,2024-03-08,,2024-05-01,2024-05-01,4,Pro,17,833,9996,annual,False,True,False,False,False
A-3be56b,S-b23ec5,2024-05-01,,2024-05-07,2024-05-07,5,Enterprise,18,3582,42984,annual,False,True,False,True,False
A-3be56b,S-0639f1,2024-05-07,,2024-05-14,2024-05-14,6,Basic,25,0,0,annual,True,True,False,False,False
A-3be56b,S-3cc641,2024-05-14,,2024-06-12,2024-06-12,7,Basic,7,133,1596,monthly,False,False,True,False,False
A-3be56b,S-0b3f0c,2024-06-12,,2024-08-21,2024-08-21,8,Enterprise,3,0,0,monthly,True,True,False,False,False
A-3be56b,S-64acb8,2024-08-21,,2024-08-22,2024-08-22,9,Enterprise,30,5970,71640,monthly,False,True,False,False,False
A-3be56b,S-60ea07,2024-08-22,,2024-08-23,2024-08-23,10,Pro,14,686,8232,annual,False,True,False,False,False
A-3be56b,S-ca98c9,2024-08-23,,2024-12-01,2024-12-01,11,Basic,37,703,8436,monthly,False,True,False,False,False
A-3be56b,S-cde950,2024-12-01,,,,12,Basic,20,380,4560,annual,False,False,False,False,False
A-3c1a3f,S-a10eb2,2023-08-31,,2023-12-18,2023-12-18,1,Basic,45,0,0,annual,True,False,False,False,False
A-3c1a3f,S-a99771,2023-12-18,,2023-12-23,2023-12-23,2,Basic,25,0,0,annual,True,True,False,False,False
A-3c1a3f,S-8cec59,2023-12-23,2024-04-12,2024-04-12,2023-12-28,3,Enterprise,14,2786,33432,monthly,False,True,False,False,True
A-3c1a3f,S-e9737c,2023-12-28,,2023-12-29,2023-12-29,4,Enterprise,29,5771,69252,monthly,False,True,False,False,False
A-3c1a3f,S-715ace,2023-12-29,,2024-03-25,2024-03-25,5,Pro,1,0,0,annual,True,True,False,False,False
A-3c1a3f,S-e6b35a,2024-03-25,,2024-04-28,2024-04-28,6,Basic,4,76,912,monthly,False,True,False,False,False
A-3c1a3f,S-4ad7b1,2024-04-28,,2024-05-06,2024-05-06,7,Enterprise,2,398,4776,monthly,False,True,False,True,False
A-3c1a3f,S-5856ab,2024-05-06,2024-11-25,2024-11-25,2024-09-30,8,Pro,19,931,11172,annual,False,True,False,False,True
A-3c1a3f,S-027102,2024-09-30,,2024-10-07,2024-10-07,9,Enterprise,3,597,7164,annual,False,True,False,False,False
A-3c1a3f,S-2214c6,2024-10-07,,2024-10-13,2024-10-13,10,Pro,82,4018,48216,monthly,False,True,False,False,False
A-3c1a3f,S-511e50,2024-10-13,,2024-10-26,2024-10-26,11,Enterprise,1,199,2388,annual,False,True,False,False,False
A-3c1a3f,S-72a3e2,2024-10-26,,,,12,Basic,7,133,1596,annual,False,False,False,False,False
A-3cc791,S-343642,2024-01-31,,2024-03-26,2024-03-26,1,Basic,25,0,0,annual,True,False,False,False,False
A-3cc791,S-879b43,2024-03-26,,2024-04-10,2024-04-10,2,Enterprise,6,1194,14328,monthly,False,True,False,False,False
A-3cc791,S-6b144c,2024-04-10,,2024-04-26,2024-04-26,3,Basic,16,304,3648,annual,False,True,False,False,False
A-3cc791,S-a916c8,2024-04-26,,2024-05-23,2024-05-23,4,Basic,12,0,0,monthly,True,False,False,False,False
A-3cc791,S-491d53,2024-05-23,,2024-06-01,2024-06-01,5,Pro,12,588,7056,monthly,False,True,False,False,False
A-3cc791,S-f981fe,2024-06-01,,2024-07-08,2024-07-08,6,Enterprise,22,4378,52536,monthly,False,True,False,False,False
A-3cc791,S-a924c2,2024-07-08,,2024-12-19,2024-12-19,7,Pro,6,294,3528,annual,False,True,False,False,False
A-3cc791,S-dbceba,2024-12-19,,,,8,Pro,36,1764,21168,monthly,False,True,False,False,False
A-3ce5b8,S-e11518,2023-12-15,,2024-02-17,2024-02-17,1,Pro,189,9261,111132,annual,False,True,False,False,False
A-3ce5b8,S-b991d2,2024-02-17,,2024-03-05,2024-03-05,2,Pro,8,392,4704,annual,False,True,False,False,False
A-3ce5b8,S-2f7250,2024-03-05,,2024-04-28,2024-04-28,3,Pro,36,1764,21168,monthly,False,True,False,False,False
A-3ce5b8,S-dc7143,2024-04-28,,2024-05-22,2024-05-22,4,Enterprise,14,2786,33432,monthly,False,True,False,False,False
A-3ce5b8,S-c48d0d,2024-05-22,,2024-06-05,2024-06-05,5,Basic,37,703,8436,annual,False,True,False,False,False
A-3ce5b8,S-e32bf8,2024-06-05,,2024-09-22,2024-09-22,6,Enterprise,8,1592,19104,annual,False,True,False,False,False
A-3ce5b8,S-dabcd2,2024-09-22,,2024-09-30,2024-09-30,7,Pro,28,0,0,monthly,True,True,False,False,False
A-3ce5b8,S-b32a70,2024-09-30,,2024-10-03,2024-10-03,8,Basic,8,152,1824,monthly,False,True,False,False,False
A-3ce5b8,S-e4a862,2024-10-03,,,,9,Enterprise,8,0,0,annual,True,True,False,False,False
A-3d957b,S-74e211,2024-07-15,,2024-07-30,2024-07-30,1,Pro,14,686,8232,monthly,False,False,True,False,False
A-3d957b,S-7425f9,2024-07-30,,2024-08-05,2024-08-05,2,Pro,29,1421,17052,monthly,False,True,True,False,False
A-3d957b,S-5a18e5,2024-08-05,,2024-08-18,2024-08-18,3,Enterprise,14,2786,33432,monthly,False,True,True,False,False
A-3d957b,S-527b39,2024-08-18,2024-10-28,2024-10-28,2024-08-30,4,Enterprise,14,2786,33432,monthly,False,True,False,False,True
A-3d957b,S-154119,2024-08-30,,2024-10-16,2024-10-16,5,Basic,73,1387,16644,monthly,False,True,False,False,False
A-3d957b,S-2cc962,2024-10-16,,,,6,Enterprise,14,2786,33432,annual,False,False,False,False,False
A-3f9cc0,S-e57a7d,2024-06-23,,2024-06-24,2024-06-24,1,Enterprise,22,4378,52536,annual,False,False,False,True,False
A-3f9cc0,S-0bf451,2024-06-24,,2024-06-25,2024-06-25,2,Enterprise,22,4378,52536,annual,False,True,True,False,False
A-3f9cc0,S-7536e5,2024-06-25,,2024-07-06,2024-07-06,3,Basic,22,418,5016,annual,False,True,False,False,False
A-3f9cc0,S-6bea24,2024-07-06,,2024-07-21,2024-07-21,4,Basic,22,0,0,monthly,True,True,False,False,False
A-3f9cc0,S-27514e,2024-07-21,,2024-07-25,2024-07-25,5,Basic,22,418,5016,monthly,False,True,False,True,False
A-3f9cc0,S-86ed20,2024-07-25,,2024-08-04,2024-08-04,6,Enterprise,22,4378,52536,monthly,False,False,False,False,False
A-3f9cc0,S-d1fb2e,2024-08-04,,,,7,Enterprise,30,5970,71640,monthly,False,True,False,False,False
A-40906c,S-37a280,2024-05-28,,2024-06-06,2024-06-06,1,Basic,92,0,0,monthly,True,True,False,False,False
A-40906c,S-6956dc,2024-06-06,,2024-06-19,2024-06-19,2,Pro,92,4508,54096,annual,False,True,False,False,False
A-40906c,S-a0c741,2024-06-19,,2024-06-19,2024-06-19,3,Basic,92,1748,20976,monthly,False,False,False,False,False
A-40906c,S-8b00ff,2024-06-19,,2024-06-21,2024-06-21,4,Enterprise,92,18308,219696,annual,False,True,False,False,False
A-40906c,S-ddad91,2024-06-21,,2024-09-11,2024-09-11,5,Enterprise,92,0,0,annual,True,False,False,False,False
A-40906c,S-79c82e,2024-09-11,,2024-09-28,2024-09-28,6,Basic,92,1748,20976,monthly,False,True,False,False,False
A-40906c,S-c18476,2024-09-28,,2024-10-14,2024-10-14,7,Pro,92,4508,54096,monthly,False,True,False,False,False
A-40906c,S-11939f,2024-10-14,,2024-11-06,2024-11-06,8,Basic,92,1748,20976,monthly,False,True,False,False,False
A-40906c,S-aaf30f,2024-11-06,,2024-11-13,2024-11-13,9,Pro,92,4508,54096,annual,False,True,False,False,False
A-40906c,S-dbe1b3,2024-11-13,,2024-11-18,2024-11-18,10,Pro,92,4508,54096,annual,False,True,False,False,False
A-40906c,S-07a006,2024-11-18,,2024-12-01,2024-12-01,11,Enterprise,92,18308,219696,monthly,False,True,False,False,False
A-40906c,S-77c880,2024-12-01,,,,12,Pro,92,4508,54096,annual,False,True,False,False,False
A-40a557,S-20d02a,2024-01-11,2024-01-16,2024-01-16,2024-02-12,1,Enterprise,16,3184,38208,annual,False,True,False,False,True
A-40a557,S-6762fa,2024-02-12,,2024-03-24,2024-03-24,2,Enterprise,16,3184,38208,annual,False,True,False,False,False
A-40a557,S-a25d8b,2024-03-24,,2024-06-06,2024-06-06,3,Enterprise,55,10945,131340,monthly,False,True,False,False,False
A-40a557,S-f5fcc9,2024-06-06,,2024-06-26,2024-06-26,4,Pro,16,784,9408,monthly,False,True,False,False,False
A-40a557,S-ecefa1,2024-06-26,,2024-09-21,2024-09-21,5,Basic,25,475,5700,monthly,False,True,False,False,False
A-40a557,S-388f70,2024-09-21,,2024-11-03,2024-11-03,6,Pro,18,0,0,annual,True,True,False,False,False
A-40a557,S-d71a1f,2024-11-03,,2024-11-23,2024-11-23,7,Pro,16,784,9408,annual,False,True,True,False,False
A-40a557,S-934f6d,2024-11-23,,2024-12-14,2024-12-14,8,Pro,16,784,9408,monthly,False,True,False,False,False
A-40a557,S-12a13c,2024-12-14,,,,9,Enterprise,16,3184,38208,monthly,False,True,False,False,False
A-40de06,S-42af3d,2023-06-03,,2023-06-23,2023-06-23,1,Enterprise,28,5572,66864,annual,False,True,False,False,False
A-40de06,S-00fcc5,2023-06-23,,2023-09-21,2023-09-21,2,Basic,62,1178,14136,annual,False,False,False,False,False
A-40de06,S-9781fe,2023-09-21,2024-12-23,2024-12-23,2023-10-28,3,Pro,28,1372,16464,annual,False,True,False,False,True
A-40de06,S-69a807,2023-10-28,,2023-11-08,2023-11-08,4,Pro,28,1372,16464,annual,False,True,False,False,False
A-40de06,S-668cdc,2023-11-08,,2023-11-08,2023-11-08,5,Pro,28,1372,16464,monthly,False,True,False,False,False
A-40de06,S-db3e30,2023-11-08,,2023-12-12,2023-12-12,6,Basic,28,532,6384,annual,False,True,False,False,False
A-40de06,S-4afb53,2023-12-12,2024-12-29,2024-12-29,2024-03-24,7,Enterprise,28,5572,66864,monthly,False,True,False,False,True
A-40de06,S-4cd678,2024-03-24,,2024-05-17,2024-05-17,8,Pro,28,1372,16464,monthly,False,False,False,False,False
A-40de06,S-293a1f,2024-05-17,,2024-06-02,2024-06-02,9,Pro,28,1372,16464,monthly,False,False,False,False,False
A-40de06,S-abdeb7,2024-06-02,,2024-07-16,2024-07-16,10,Enterprise,28,0,0,annual,True,True,False,False,False
A-40de06,S-013f5c,2024-07-16,,2024-08-22,2024-08-22,11,Pro,35,0,0,annual,True,True,False,False,False
A-40de06,S-94c6a5,2024-08-22,,2024-09-08,2024-09-08,12,Pro,28,1372,16464,monthly,False,True,True,False,False
A-40de06,S-cd4d67,2024-09-08,,2024-09-13,2024-09-13,13,Basic,28,532,6384,monthly,False,True,True,False,False
A-40de06,S-0e068c,2024-09-13,,2024-10-09,2024-10-09,14,Basic,60,1140,13680,annual,False,True,False,False,False
A-40de06,S-2574a3,2024-10-09,,2024-11-17,2024-11-17,15,Enterprise,28,5572,66864,annual,False,True,False,False,False
A-40de06,S-f52c97,2024-11-17,,,,16,Basic,28,532,6384,annual,False,True,False,True,False
A-410e86,S-97efb2,2024-11-16,2024-11-22,2024-11-22,2024-11-29,1,Enterprise,24,4776,57312,annual,False,True,False,False,True
A-410e86,S-fe25ff,2024-11-29,,2024-12-01,2024-12-01,2,Enterprise,24,4776,57312,annual,False,True,False,False,False
A-410e86,S-af6f53,2024-12-01,,2024-12-02,2024-12-02,3,Basic,24,456,5472,monthly,False,False,False,False,False
A-410e86,S-00f31d,2024-12-02,,2024-12-14,2024-12-14,4,Pro,24,1176,14112,annual,False,False,False,False,False
A-410e86,S-689032,2024-12-14,2024-12-25,2024-12-25,2024-12-17,5,Enterprise,24,0,0,monthly,True,False,False,False,True
A-410e86,S-5b9267,2024-12-17,,2024-12-25,2024-12-25,6,Pro,33,0,0,annual,True,True,False,False,False
A-410e86,S-2b2532,2024-12-25,,,,7,Enterprise,24,4776,57312,monthly,False,False,False,False,False
A-417d2f,S-65c079,2023-07-04,,2023-07-16,2023-07-16,1,Basic,5,95,1140,annual,False,True,False,False,False
A-417d2f,S-f874e5,2023-07-16,,2023-08-14,2023-08-14,2,Enterprise,51,10149,121788,annual,False,True,False,False,False
A-417d2f,S-8d2824,2023-08-14,,2023-12-30,2023-12-30,3,Basic,37,703,8436,annual,False,False,False,False,False
A-417d2f,S-dceac6,2023-12-30,,2024-01-24,2024-01-24,4,Enterprise,4,796,9552,annual,False,True,False,False,False
A-417d2f,S-ba7f2a,2024-01-24,,2024-02-02,2024-02-02,5,Basic,14,266,3192,annual,False,True,False,False,False
A-417d2f,S-38eb77,2024-02-02,2024-05-03,2024-05-03,2024-03-29,6,Enterprise,26,5174,62088,monthly,False,True,True,False,True
A-417d2f,S-e958ba,2024-03-29,,2024-06-23,2024-06-23,7,Pro,13,637,7644,monthly,False,True,False,False,False
A-417d2f,S-9220c9,2024-06-23,,2024-09-08,2024-09-08,8,Pro,4,196,2352,monthly,False,True,False,False,False
A-417d2f,S-ac42e8,2024-09-08,,2024-09-14,2024-09-14,9,Basic,49,931,11172,monthly,False,False,False,False,False
A-417d2f,S-6f04a4,2024-09-14,,2024-09-21,2024-09-21,10,Pro,4,196,2352,monthly,False,True,False,False,False
A-417d2f,S-f55146,2024-09-21,,2024-10-14,2024-10-14,11,Enterprise,14,0,0,annual,True,True,False,False,False
A-417d2f,S-328ac2,2024-10-14,,2024-10-30,2024-10-30,12,Pro,4,196,2352,annual,False,False,False,False,False
A-417d2f,S-30a9dd,2024-10-30,,2024-10-31,2024-10-31,13,Basic,8,0,0,annual,True,True,False,False,False
A-417d2f,S-9f4914,2024-10-31,,2024-12-09,2024-12-09,14,Basic,37,703,8436,monthly,False,True,False,False,False
A-417d2f,S-82db05,2024-12-09,,2024-12-28,2024-12-28,15,Pro,26,1274,15288,monthly,False,True,False,False,False
A-417d2f,S-0a3e58,2024-12-28,,,,16,Pro,33,1617,19404,monthly,False,True,False,False,False
A-425e76,S-12ca50,2023-06-21,,2023-06-26,2023-06-26,1,Enterprise,8,1592,19104,monthly,False,True,True,False,False
A-425e76,S-6d356a,2023-06-26,,2023-07-22,2023-07-22,2,Basic,28,532,6384,annual,False,False,False,False,False
A-425e76,S-2d3434,2023-07-22,,2023-08-18,2023-08-18,3,Pro,8,392,4704,annual,False,True,False,False,False
A-425e76,S-b45bc6,2023-08-18,2023-11-01,2023-11-01,2023-11-18,4,Enterprise,32,6368,76416,monthly,False,True,False,False,True
A-425e76,S-0d8293,2023-11-18,,2024-04-16,2024-04-16,5,Pro,71,3479,41748,monthly,False,True,False,False,False
A-425e76,S-2196c4,2024-04-16,,2024-05-07,2024-05-07,6,Basic,8,152,1824,monthly,False,True,False,False,False
A-425e76,S-f7f6d7,2024-05-07,,2024-05-24,2024-05-24,7,Basic,14,266,3192,monthly,False,True,False,False,False
A-425e76,S-3e0382,2024-05-24,,2024-07-10,2024-07-10,8,Basic,27,513,6156,monthly,False,True,False,False,False
A-425e76,S-25f647,2024-07-10,,2024-08-06,2024-08-06,9,Basic,37,703,8436,monthly,False,True,False,False,False
A-425e76,S-77f7fd,2024-08-06,,2024-08-13,2024-08-13,10,Pro,27,1323,15876,monthly,False,True,False,False,False
A-425e76,S-18b808,2024-08-13,,,,11,Enterprise,9,1791,21492,annual,False,True,False,False,False
A-427b69,S-482e5b,2024-09-07,,2024-09-15,2024-09-15,1,Pro,18,882,10584,annual,False,True,False,False,False
A-427b69,S-b520e9,2024-09-15,,2024-09-27,2024-09-27,2,Enterprise,26,5174,62088,monthly,False,True,False,False,False
A-427b69,S-5281ee,2024-09-27,,2024-10-24,2024-10-24,3,Pro,17,0,0,annual,True,False,False,False,False
A-427b69,S-eaf2e2,2024-10-24,,2024-11-06,2024-11-06,4,Pro,17,833,9996,annual,False,False,False,False,False
A-427b69,S-5aea91,2024-11-06,,2024-11-28,2024-11-28,5,Enterprise,34,6766,81192,monthly,False,True,False,False,False
A-427b69,S-ef2a21,2024-11-28,2024-12-09,2024-12-09,2024-11-30,6,Pro,36,1764,21168,annual,False,True,False,False,True
A-427b69,S-33deb8,2024-11-30,,2024-12-08,2024-12-08,7,Pro,17,833,9996,annual,False,True,False,False,False
A-427b69,S-599207,2024-12-08,,2024-12-09,2024-12-09,8,Enterprise,17,3383,40596,annual,False,True,False,False,False
A-427b69,S-f7b517,2024-12-09,,2024-12-16,2024-12-16,9,Pro,17,0,0,monthly,True,True,False,False,False
A-427b69,S-59edf9,2024-12-16,,,,10,Basic,17,323,3876,monthly,False,False,False,False,False
A-42b791,S-d224a1,2024-06-11,,2024-10-08,2024-10-08,1,Pro,29,1421,17052,monthly,False,True,False,False,False
A-42b791,S-817e4b,2024-10-08,,2024-10-25,2024-10-25,2,Enterprise,75,14925,179100,annual,False,False,False,False,False
A-42b791,S-381420,2024-10-25,2024-11-25,2024-11-25,2024-11-06,3,Basic,27,513,6156,monthly,False,True,False,False,True
A-42b791,S-c58d66,2024-11-06,,2024-11-07,2024-11-07,4,Basic,3,57,684,monthly,False,True,False,False,False
A-42b791,S-62a710,2024-11-07,,2024-12-11,2024-12-11,5,Pro,22,1078,12936,annual,False,True,False,False,False
A-42b791,S-a0abcf,2024-12-11,,2024-12-30,2024-12-30,6,Pro,14,686,8232,annual,False,False,False,False,False
A-42b791,S-1dbbc2,2024-12-30,,,,7,Basic,20,380,4560,monthly,False,False,False,False,False
A-42e5e1,S-2881e0,2024-07-21,,2024-08-01,2024-08-01,1,Pro,1,49,588,annual,False,True,False,True,False
A-42e5e1,S-a3cbd4,2024-08-01,2024-08-14,2024-08-14,2024-08-02,2,Enterprise,20,3980,47760,monthly,False,True,False,False,True
A-42e5e1,S-ce9977,2024-08-02,,2024-08-29,2024-08-29,3,Enterprise,53,0,0,monthly,True,True,True,False,False
A-42e5e1,S-860bc8,2024-08-29,,2024-10-18,2024-10-18,4,Basic,1,19,228,annual,False,True,False,False,False
A-42e5e1,S-8426e7,2024-10-18,,2024-10-22,2024-10-22,5,Enterprise,22,4378,52536,annual,False,True,False,False,False
A-42e5e1,S-06e3cd,2024-10-22,,2024-11-28,2024-11-28,6,Basic,22,0,0,monthly,True,True,False,False,False
A-42e5e1,S-9f7b07,2024-11-28,,,,7,Pro,10,490,5880,annual,False,False,False,False,False
A-432483,S-2e017b,2023-04-02,2023-04-05,2023-04-05,2023-04-11,1,Pro,5,245,2940,annual,False,True,False,False,True
A-432483,S-40b133,2023-04-11,,2023-09-09,2023-09-09,2,Basic,4,0,0,annual,True,False,False,False,False
A-432483,S-e78857,2023-09-09,2024-12-30,2024-12-30,2023-12-13,3,Enterprise,10,1990,23880,monthly,False,True,True,False,True
A-432483,S-377ced,2023-12-13,,2023-12-17,2023-12-17,4,Enterprise,60,11940,143280,monthly,False,False,False,False,False
A-432483,S-26dbbf,2023-12-17,,2024-01-10,2024-01-10,5,Pro,19,931,11172,monthly,False,True,False,False,False
A-432483,S-0d497d,2024-01-10,,2024-05-02,2024-05-02,6,Enterprise,41,8159,97908,annual,False,True,False,False,False
A-432483,S-34b845,2024-05-02,,2024-09-02,2024-09-02,7,Pro,8,392,4704,monthly,False,True,False,False,False
A-432483,S-67c131,2024-09-02,2024-09-15,2024-09-15,2024-11-29,8,Pro,13,637,7644,annual,False,True,False,False,True
