account_id,signup_date,quarter,quarter_start,quarter_end,active_days,usage_count,usage_hours,errors,features_used,tickets_opened,escalations,avg_satisfaction,subscription_id_asof_qend,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,end_date_inferred,account_churn_event_count_in_quarter,account_churn_event_in_quarter,account_churn_event_count_in_next_quarter,account_churn_event_in_next_quarter,account_churn_event_in_second_next_quarter,subscription_ends_in_quarter,subscription_end_in_quarter,subscription_ends_in_next_quarter,subscription_end_in_next_quarter,churn_label_q1_rolling,churn_label_q2_rolling,active_sub_at_qend,days_to_contract_end_asof_qend,satisfaction_missing_flag,usage_count_qoq_delta,usage_hours_qoq_delta,active_days_qoq_delta,errors_qoq_delta,features_used_qoq_delta,tickets_opened_qoq_delta,escalations_qoq_delta,seats_qoq_delta,mrr_amount_qoq_delta,arr_amount_qoq_delta,usage_count_roll4_mean,usage_count_vs_roll4_mean,usage_count_roll4_change,usage_hours_roll4_mean,usage_hours_vs_roll4_mean,usage_hours_roll4_change,tickets_opened_roll4_mean,tickets_opened_vs_roll4_mean,tickets_opened_roll4_change,errors_roll4_mean,errors_vs_roll4_mean,errors_roll4_change,features_used_roll4_mean,features_used_vs_roll4_mean,features_used_roll4_change,mrr_amount_roll4_mean,mrr_amount_vs_roll4_mean,mrr_amount_roll4_change,seats_roll4_mean,seats_vs_roll4_mean,seats_roll4_change,usage_drop_flag,tickets_spike_flag,downsell_flag,label_available_q1,label_available_q2
A-425e76,2023-05-17,2024Q4,2024-10-01,2024-12-31,5.0,45.0,3.6552777777777776,0.0,4.0,0.0,0.0,,S-18b808,Enterprise,9.0,1791.0,21492.0,annual,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,-20.0,-1.5588888888888888,-2.0,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,53.0,-8.0,14.0,5.088819444444444,-1.4335416666666663,-0.6808333333333336,0.75,-0.75,-2.0,3.75,-3.75,-5.0,5.25,-1.25,1.0,1893.5,-102.5,-1688.0,29.0,-20.0,-62.0,1,0,0,False,False
A-427b69,2024-08-23,2024Q4,2024-10-01,2024-12-31,9.0,79.0,6.746944444444445,11.0,9.0,0.0,0.0,,S-59edf9,Basic,17.0,323.0,3876.0,monthly,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,4.0,0.8225000000000007,2.0,7.0,3.0,0.0,0.0,0.0,323.0,3876.0,77.0,2.0,,6.335694444444444,0.4112500000000008,,0.0,0.0,,7.5,3.5,,7.5,1.5,,161.5,161.5,,17.0,0.0,,0,0,0,False,False
A-42b791,2024-05-20,2024Q4,2024-10-01,2024-12-31,5.0,35.0,4.123611111111111,2.0,5.0,0.0,0.0,,S-1dbbc2,Basic,20.0,380.0,4560.0,monthly,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,3.0,1.7344444444444442,2.0,2.0,2.0,0.0,0.0,-9.0,-1041.0,-12492.0,36.666666666666664,-1.6666666666666643,,2.5929629629629627,1.5306481481481482,,0.0,0.0,,0.6666666666666666,1.3333333333333335,,4.0,1.0,,1074.0,-694.0,,26.0,-6.0,,0,0,1,False,False
A-42e5e1,2024-07-09,2024Q4,2024-10-01,2024-12-31,7.0,66.0,5.231111111111111,10.0,5.0,0.0,0.0,,S-9f7b07,Pro,10.0,490.0,5880.0,annual,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,24.0,1.2816666666666663,2.0,3.0,0.0,0.0,0.0,9.0,471.0,5652.0,54.0,12.0,,4.590277777777778,0.6408333333333331,,0.0,0.0,,8.5,1.5,,5.0,0.0,,254.5,235.5,,5.5,4.5,,0,0,0,False,False
A-432483,2023-02-06,2024Q4,2024-10-01,2024-12-31,7.0,83.0,6.195555555555556,4.0,8.0,0.0,0.0,,S-6cdfb7,Pro,31.0,1519.0,18228.0,annual,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,19.0,-0.633055555555555,2.0,1.0,3.0,-1.0,0.0,21.0,-471.0,-5652.0,77.25,5.75,-11.0,7.6786111111111115,-1.4830555555555556,-4.102222222222222,0.25,-0.25,0.0,3.75,0.25,-1.0,6.5,1.5,1.0,3015.0,-1496.0,-6640.0,22.5,8.5,-10.0,0,0,1,False,False
A-439b2f,2024-02-21,2024Q4,2024-10-01,2024-12-31,2.0,18.0,2.5644444444444443,0.0,2.0,1.0,0.0,,S-83ee75,Pro,26.0,1274.0,15288.0,monthly,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,1,-1.0,0.6672222222222222,0.0,0.0,0.0,1.0,0.0,22.0,1198.0,14376.0,18.5,-0.5,-1.0,1.851875,0.7125694444444444,1.3166666666666664,0.5,0.5,0.0,0.5,-0.5,-1.0,2.25,-0.25,0.0,420.5,853.5,1141.0,9.5,16.5,19.0,1,1,0,False,False
A-43a9e3,2023-08-17,2024Q4,2024-10-01,2024-12-31,4.0,38.0,2.4583333333333335,3.0,3.0,0.0,0.0,,S-fa8c75,Pro,18.0,882.0,10584.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-44.0,-3.5641666666666665,-3.0,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,49.5,-11.5,-22.0,3.6742361111111115,-1.215902777777778,-2.3000000000000003,0.25,-0.25,0.0,3.25,-0.25,0.0,4.75,-1.75,-3.0,697.5,184.5,369.0,22.5,-4.5,-9.0,1,0,0,False,False
A-4437e4,2023-09-16,2024Q4,2024-10-01,2024-12-31,7.0,68.0,5.397777777777778,8.0,7.0,2.0,0.0,3.0,S-88a47f,Basic,9.0,171.0,2052.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-31.0,-3.6880555555555556,-1.0,4.0,-1.0,1.0,0.0,5.0,171.0,2052.0,91.25,-23.25,-3.0,8.700138888888889,-3.302361111111111,-0.516111111111111,1.0,1.0,1.0,5.0,3.0,5.0,8.75,-1.75,-1.0,522.75,-351.75,-1152.0,10.75,-1.75,-18.0,1,1,0,False,False
A-443b7c,2024-09-06,2024Q4,2024-10-01,2024-12-31,10.0,94.0,8.594444444444445,1.0,8.0,0.0,0.0,,S-1e83a6,Basic,8.0,152.0,1824.0,annual,,0.0,False,0.0,,,2.0,True,0.0,False,,,True,,0,-8.0,1.4713888888888897,3.0,-1.0,-1.0,-1.0,0.0,-28.0,-532.0,-6384.0,98.0,-4.0,,7.858750000000001,0.7356944444444444,,0.5,-0.5,,1.5,-0.5,,8.5,-0.5,,418.0,-266.0,,22.0,-14.0,,1,0,1,False,False
A-443f6f,2024-12-07,2024Q4,2024-10-01,2024-12-31,8.0,76.0,6.06,4.0,7.0,1.0,0.0,,S-e86a94,Pro,19.0,931.0,11172.0,monthly,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,1,,,,,,,,,,,76.0,0.0,,6.06,0.0,,1.0,0.0,,4.0,0.0,,7.0,0.0,,931.0,0.0,,19.0,0.0,,0,0,0,False,False
A-44dc83,2024-05-12,2024Q4,2024-10-01,2024-12-31,1.0,12.0,0.93,0.0,1.0,0.0,0.0,,S-df3e3d,Enterprise,13.0,0.0,0.0,annual,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,-25.0,-3.013333333333333,-2.0,-1.0,-2.0,-1.0,0.0,-4.0,0.0,0.0,30.666666666666668,-18.666666666666668,,2.852222222222222,-1.922222222222222,,0.3333333333333333,-0.3333333333333333,,1.0,-1.0,,2.6666666666666665,-1.6666666666666665,,152.0,-152.0,,18.0,-5.0,,1,0,1,False,False
A-45ce7a,2023-07-23,2024Q4,2024-10-01,2024-12-31,3.0,32.0,2.3694444444444445,0.0,2.0,1.0,0.0,,S-41128b,Enterprise,16.0,3184.0,38208.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,1,-7.0,-1.043888888888889,-1.0,-3.0,-2.0,1.0,0.0,0.0,2880.0,34560.0,61.75,-29.75,-32.0,4.565902777777778,-2.196458333333333,-4.641388888888889,0.5,0.5,1.0,3.75,-3.75,-6.0,4.5,-2.5,-3.0,1668.0,1516.0,0.0,16.0,0.0,0.0,1,1,0,False,False
A-462d45,2024-01-15,2024Q4,2024-10-01,2024-12-31,5.0,54.0,3.1405555555555558,0.0,6.0,1.0,0.0,,S-82c91a,Pro,30.0,1470.0,17640.0,annual,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,1,-23.0,-1.3991666666666664,-2.0,-4.0,-1.0,1.0,0.0,-31.0,1470.0,17640.0,63.5,-9.5,-1.0,4.054513888888889,-0.913958333333333,0.20777777777777784,0.75,0.25,-1.0,1.75,-1.75,-2.0,6.25,-0.25,1.0,820.75,649.25,588.0,32.0,-2.0,12.0,1,1,1,False,False
A-463db0,2024-12-05,2024Q4,2024-10-01,2024-12-31,6.0,54.0,4.029722222222222,3.0,5.0,1.0,0.0,4.0,S-3eb56d,Pro,15.0,735.0,8820.0,annual,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,,,,,,,,,,,54.0,0.0,,4.029722222222222,0.0,,1.0,0.0,,3.0,0.0,,5.0,0.0,,735.0,0.0,,15.0,0.0,,0,0,0,False,False
A-474ad4,2023-11-28,2024Q4,2024-10-01,2024-12-31,7.0,77.0,6.850833333333333,3.0,9.0,0.0,0.0,,S-d88b25,Enterprise,24.0,4776.0,57312.0,annual,,0.0,False,0.0,,,2.0,True,0.0,False,,,True,,0,-68.0,-4.941666666666667,-6.0,-2.0,-3.0,0.0,0.0,16.0,4384.0,52608.0,85.5,-8.5,31.0,6.828958333333333,0.021875000000000533,3.608055555555555,0.25,-0.25,0.0,5.5,-2.5,-3.0,8.5,0.5,4.0,1979.25,2796.75,2179.0,23.25,0.75,-29.0,1,0,0,False,False
A-4814a3,2024-09-17,2024Q4,2024-10-01,2024-12-31,7.0,74.0,6.56,4.0,7.0,0.0,0.0,,S-cd6d68,Pro,87.0,4263.0,51156.0,monthly,,1.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,16.0,1.2605555555555554,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,66.0,8.0,,5.929722222222222,0.6302777777777777,,0.0,0.0,,2.5,1.5,,6.0,1.0,,4263.0,0.0,,87.0,0.0,,0,0,0,False,False
A-484819,2023-02-21,2024Q4,2024-10-01,2024-12-31,2.0,17.0,1.7894444444444444,0.0,2.0,0.0,0.0,,S-ac8fd3,Enterprise,18.0,3582.0,42984.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-24.0,-3.0955555555555554,-2.0,-2.0,-2.0,-1.0,0.0,-4.0,3164.0,37968.0,40.5,-23.5,-75.0,3.822361111111111,-2.0329166666666665,-6.458888888888889,0.75,-0.75,-1.0,1.5,-1.5,-2.0,3.5,-1.5,-5.0,3189.0,393.0,0.0,21.0,-3.0,0.0,1,0,1,False,False
A-49b828,2023-05-05,2024Q4,2024-10-01,2024-12-31,7.0,84.0,8.72638888888889,4.0,6.0,1.0,1.0,3.0,S-f3d5d7,Enterprise,20.0,3980.0,47760.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,6.0,4.3788888888888895,1.0,-1.0,-1.0,1.0,1.0,6.0,3294.0,39528.0,77.0,7.0,46.0,6.2496527777777775,2.476736111111112,6.375833333333334,0.25,0.75,1.0,4.0,0.0,3.0,6.5,-0.5,2.0,1840.25,2139.75,2510.0,22.25,-2.25,-10.0,0,1,0,False,False
A-4a267b,2024-05-05,2024Q4,2024-10-01,2024-12-31,6.0,78.0,5.2186111111111115,5.0,7.0,0.0,0.0,,S-aef18a,Pro,25.0,0.0,0.0,annual,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,15.0,-1.71,0.0,1.0,2.0,0.0,0.0,0.0,-1225.0,-14700.0,53.666666666666664,24.333333333333336,,4.668240740740742,0.55037037037037,,0.3333333333333333,-0.3333333333333333,,4.0,1.0,,5.0,2.0,,566.6666666666666,-566.6666666666666,,25.0,0.0,,0,0,1,False,False
A-4a4c2d,2023-05-02,2024Q4,2024-10-01,2024-12-31,6.0,54.0,5.797777777777778,2.0,6.0,1.0,0.0,5.0,S-79535e,Pro,54.0,2646.0,31752.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-42.0,-0.237222222222222,-3.0,-4.0,-3.0,1.0,0.0,0.0,1620.0,19440.0,70.5,-16.5,-41.0,5.473472222222222,0.32430555555555607,-1.6819444444444445,0.5,0.5,1.0,4.5,-2.5,-8.0,6.5,-0.5,-1.0,918.0,1728.0,2646.0,54.0,0.0,0.0,1,1,0,False,False
A-4ae22a,2024-05-09,2024Q4,2024-10-01,2024-12-31,5.0,61.0,7.268888888888889,3.0,4.0,0.0,0.0,,S-68dca1,Basic,28.0,532.0,6384.0,annual,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,23.0,2.6350000000000007,2.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,39.666666666666664,21.333333333333336,,4.930925925925926,2.337962962962963,,0.3333333333333333,-0.3333333333333333,,1.3333333333333333,1.6666666666666667,,3.0,1.0,,2212.0,-1680.0,,28.0,0.0,,0,0,0,False,False
A-4bfa33,2024-12-07,2024Q4,2024-10-01,2024-12-31,6.0,85.0,5.638055555555556,6.0,7.0,0.0,0.0,,S-b8daaa,Enterprise,8.0,0.0,0.0,annual,,3.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,,,,,,,,,,,85.0,0.0,,5.638055555555556,0.0,,0.0,0.0,,6.0,0.0,,7.0,0.0,,0.0,0.0,,8.0,0.0,,0,0,0,False,False
A-4c38bc,2024-03-09,2024Q4,2024-10-01,2024-12-31,11.0,106.0,11.606666666666667,3.0,11.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,0.0,False,0.0,,,2.0,True,0.0,False,,,False,,0,-17.0,0.31055555555555614,-2.0,0.0,-1.0,-1.0,0.0,-36.0,-7164.0,-85968.0,103.25,2.75,17.0,8.969444444444445,2.6372222222222224,6.359166666666668,0.25,-0.25,0.0,3.75,-0.75,-2.0,9.5,1.5,5.0,2403.0,-2403.0,-684.0,27.0,-27.0,-36.0,0,0,1,False,False
A-4c56c9,2023-12-20,2024Q4,2024-10-01,2024-12-31,8.0,88.0,5.058611111111111,6.0,9.0,1.0,0.0,3.0,S-1f3254,Basic,18.0,342.0,4104.0,annual,,0.0,False,0.0,,,3.0,True,0.0,False,,,True,,0,18.0,-2.535,0.0,2.0,1.0,-1.0,0.0,9.0,-1449.0,-17388.0,80.25,7.75,-14.0,7.1875,-2.1288888888888886,-3.4030555555555546,1.25,-0.25,-1.0,5.25,0.75,-4.0,8.25,0.75,-1.0,576.0,-234.0,342.0,9.0,9.0,18.0,0,0,1,False,False
A-4c6f11,2023-11-27,2024Q4,2024-10-01,2024-12-31,4.0,48.0,4.443333333333333,1.0,4.0,0.0,0.0,,S-d322a2,Basic,24.0,456.0,5472.0,monthly,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,13.0,0.8872222222222224,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,41.75,6.25,6.0,3.4340972222222224,1.009236111111111,0.7883333333333336,0.0,0.0,0.0,0.25,0.75,1.0,3.75,0.25,-1.0,1550.25,-1094.25,-4320.0,24.75,-0.75,0.0,0,0,0,False,False
A-4d1e75,2024-08-21,2024Q4,2024-10-01,2024-12-31,6.0,47.0,3.8169444444444443,1.0,6.0,0.0,0.0,,S-8dd1cf,Basic,20.0,380.0,4560.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-22.0,-1.8405555555555555,-1.0,-1.0,0.0,-1.0,0.0,0.0,-600.0,-7200.0,58.0,-11.0,,4.737222222222222,-0.9202777777777778,,0.5,-0.5,,1.5,-0.5,,6.0,0.0,,680.0,-300.0,,20.0,0.0,,1,0,1,False,False
A-4e0e85,2023-09-08,2024Q4,2024-10-01,2024-12-31,7.0,58.0,4.1561111111111115,3.0,7.0,0.0,0.0,,S-1eba7d,Enterprise,39.0,0.0,0.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,50.0,3.6538888888888894,6.0,3.0,6.0,-1.0,0.0,24.0,0.0,0.0,38.0,20.0,4.0,2.424513888888889,1.7315972222222227,1.126666666666667,0.5,-0.5,0.0,1.25,1.75,2.0,4.0,3.0,2.0,764.0,-764.0,-1194.0,24.5,14.5,33.0,0,0,0,False,False
A-4e44e8,2024-08-20,2024Q4,2024-10-01,2024-12-31,6.0,50.0,3.569722222222222,0.0,5.0,0.0,0.0,,S-99efdc,Enterprise,17.0,3383.0,40596.0,annual,,1.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,-59.0,-3.2261111111111114,-3.0,-11.0,-2.0,-1.0,0.0,7.0,3383.0,40596.0,79.5,-29.5,,5.182777777777778,-1.613055555555556,,0.5,-0.5,,5.5,-5.5,,6.0,-1.0,,1691.5,1691.5,,13.5,3.5,,1,0,0,False,False
A-4e631b,2024-03-16,2024Q4,2024-10-01,2024-12-31,6.0,77.0,6.877777777777778,5.0,8.0,0.0,0.0,,S-f5888c,Basic,22.0,418.0,5016.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,19.0,0.9205555555555556,1.0,-2.0,3.0,-1.0,0.0,0.0,0.0,0.0,94.75,-17.75,-26.0,7.664930555555556,-0.787152777777778,0.34250000000000025,0.25,-0.25,0.0,6.75,-1.75,1.0,8.75,-0.75,-1.0,3293.5,-2875.5,-7542.0,26.5,-4.5,-18.0,0,0,0,False,False
A-4e960a,2024-01-17,2024Q4,2024-10-01,2024-12-31,8.0,98.0,6.948611111111111,6.0,9.0,1.0,0.0,,S-a87ff6,Basic,12.0,228.0,2736.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,1,64.0,2.445555555555556,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,67.75,30.25,25.0,5.607638888888889,1.3409722222222218,2.3388888888888886,0.5,0.5,0.0,4.0,2.0,4.0,6.0,3.0,3.0,228.0,0.0,0.0,12.0,0.0,0.0,0,1,0,False,False
A-4ef964,2024-03-07,2024Q4,2024-10-01,2024-12-31,14.0,151.0,11.497222222222222,8.0,12.0,1.0,0.0,5.0,S-7d651b,Pro,28.0,1372.0,16464.0,monthly,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,91.0,5.074999999999999,8.0,-2.0,6.0,1.0,0.0,-10.0,650.0,7800.0,77.5,73.5,105.0,6.4059027777777775,5.091319444444444,7.2733333333333325,0.25,0.75,1.0,6.25,1.75,8.0,6.75,5.25,9.0,731.75,640.25,1372.0,20.75,7.25,28.0,0,1,1,False,False
A-4f18f0,2024-04-21,2024Q4,2024-10-01,2024-12-31,4.0,41.0,3.158611111111111,5.0,4.0,0.0,0.0,,S-1c7a41,Basic,24.0,456.0,5472.0,monthly,,1.0,True,0.0,,,2.0,True,0.0,False,,,True,,0,9.0,-0.6519444444444447,0.0,2.0,0.0,-1.0,0.0,0.0,456.0,5472.0,48.333333333333336,-7.333333333333336,,4.0589814814814815,-0.9003703703703705,,0.6666666666666666,-0.6666666666666666,,3.0,2.0,,5.0,-1.0,,304.0,152.0,,24.0,0.0,,0,0,0,False,False
A-503d5a,2023-10-21,2024Q4,2024-10-01,2024-12-31,11.0,150.0,13.841944444444444,9.0,13.0,2.0,0.0,4.0,S-88338a,Enterprise,56.0,11144.0,133728.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,110.0,9.48472222222222,7.0,8.0,9.0,2.0,0.0,50.0,10850.0,130200.0,81.0,69.0,95.0,8.320625,5.521319444444444,9.794999999999998,1.25,0.75,0.0,3.5,5.5,9.0,7.5,5.5,8.0,2982.0,8162.0,10948.0,18.0,38.0,52.0,0,1,0,False,False
A-508199,2024-01-28,2024Q4,2024-10-01,2024-12-31,4.0,48.0,5.55,6.0,4.0,0.0,0.0,,S-a2cd6a,Enterprise,19.0,0.0,0.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,11.0,2.334722222222222,1.0,6.0,2.0,-1.0,0.0,0.0,-3781.0,-45372.0,32.5,15.5,20.0,3.4954166666666664,2.0545833333333334,1.8730555555555553,0.75,-0.75,-2.0,1.75,4.25,5.0,2.75,1.25,1.0,1980.75,-1980.75,-361.0,19.0,0.0,0.0,0,0,1,False,False
A-50bb9f,2024-07-12,2024Q4,2024-10-01,2024-12-31,2.0,21.0,2.2625,4.0,2.0,0.0,0.0,,S-b279c9,Pro,54.0,2646.0,31752.0,annual,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,11.0,2.1902777777777778,1.0,4.0,1.0,-2.0,0.0,47.0,2303.0,27636.0,15.5,5.5,,1.1673611111111113,1.0951388888888889,,1.0,-1.0,,2.0,2.0,,1.5,0.5,,1494.5,1151.5,,30.5,23.5,,0,0,0,False,False
A-50f3f7,2023-12-22,2024Q4,2024-10-01,2024-12-31,14.0,129.0,11.553611111111111,12.0,12.0,0.0,0.0,,S-f020d4,Enterprise,31.0,6169.0,74028.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,59.0,3.8850000000000007,6.0,6.0,4.0,-1.0,0.0,0.0,5580.0,66960.0,85.75,43.25,54.0,7.821736111111111,3.7318750000000005,7.248611111111112,0.25,-0.25,0.0,6.5,5.5,5.0,8.5,3.5,5.0,2216.5,3952.5,5580.0,31.0,0.0,0.0,0,0,0,False,False
A-51ec1b,2023-11-08,2024Q4,2024-10-01,2024-12-31,1.0,10.0,0.9777777777777777,0.0,1.0,0.0,0.0,,S-3bd95c,Enterprise,17.0,3383.0,40596.0,annual,,0.0,False,0.0,,,2.0,True,0.0,False,,,True,,0,-30.0,-4.149444444444445,-3.0,-1.0,-3.0,-1.0,-1.0,-1.0,-199.0,-2388.0,31.5,-21.5,-29.0,3.697152777777778,-2.7193750000000003,-4.781666666666666,0.25,-0.25,0.0,1.75,-1.75,-1.0,3.0,-2.0,-2.0,2141.75,1241.25,3174.0,13.25,3.75,6.0,1,0,1,False,False
A-524364,2024-12-31,2024Q4,2024-10-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,S-47b86b,Pro,11.0,539.0,6468.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,,539.0,0.0,,11.0,0.0,,0,0,0,False,False
A-5247b3,2024-03-12,2024Q4,2024-10-01,2024-12-31,5.0,55.0,3.7430555555555554,5.0,6.0,0.0,0.0,,S-d0429b,Basic,74.0,1406.0,16872.0,annual,,2.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,-75.0,-5.068611111111112,-6.0,2.0,-4.0,-2.0,0.0,58.0,622.0,7464.0,77.75,-22.75,-34.0,5.719861111111111,-1.976805555555556,-3.3180555555555555,0.75,-0.75,-1.0,3.5,1.5,4.0,7.25,-1.25,-3.0,1419.5,-13.5,-1778.0,30.5,43.5,58.0,1,0,0,False,False
A-526d93,2024-04-14,2024Q4,2024-10-01,2024-12-31,9.0,105.0,6.614166666666667,4.0,7.0,1.0,0.0,,,none,0.0,0.0,0.0,none,,0.0,False,0.0,,,1.0,True,0.0,False,,,False,,1,42.0,3.2977777777777777,3.0,2.0,1.0,1.0,0.0,-43.0,-8557.0,-102684.0,82.0,23.0,,5.918611111111112,0.695555555555555,,0.6666666666666666,0.33333333333333337,,2.3333333333333335,1.6666666666666665,,6.666666666666667,0.33333333333333304,,3137.3333333333335,-3137.3333333333335,,29.333333333333332,-29.333333333333332,,0,1,1,False,False
A-52dd88,2023-02-21,2024Q4,2024-10-01,2024-12-31,5.0,61.0,5.839444444444444,6.0,4.0,0.0,0.0,,S-36480d,Pro,30.0,1470.0,17640.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,7.0,1.5844444444444443,-1.0,3.0,-3.0,0.0,0.0,7.0,-3107.0,-37284.0,59.25,1.75,26.0,4.944305555555555,0.8951388888888889,3.6824999999999997,0.0,0.0,0.0,4.0,2.0,6.0,5.0,-1.0,1.0,2075.25,-605.25,343.0,24.75,5.25,7.0,0,0,1,False,False
A-533452,2024-11-12,2024Q4,2024-10-01,2024-12-31,6.0,55.0,5.196111111111111,5.0,5.0,0.0,0.0,,S-8deb5f,Basic,52.0,988.0,11856.0,annual,,4.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,,,,,,,,,,,55.0,0.0,,5.196111111111111,0.0,,0.0,0.0,,5.0,0.0,,5.0,0.0,,988.0,0.0,,52.0,0.0,,0,0,0,False,False
A-53f4e3,2024-06-14,2024Q4,2024-10-01,2024-12-31,6.0,58.0,3.4897222222222224,6.0,6.0,0.0,0.0,,S-559e85,Pro,29.0,1421.0,17052.0,monthly,,1.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,-15.0,-2.429444444444444,-1.0,-3.0,-1.0,-1.0,0.0,7.0,1003.0,12036.0,57.0,1.0,,3.9503703703703703,-0.4606481481481479,,0.6666666666666666,-0.6666666666666666,,5.666666666666667,0.33333333333333304,,5.666666666666667,0.33333333333333304,,923.3333333333334,497.66666666666663,,23.333333333333332,5.666666666666668,,0,0,0,False,False
A-544d0a,2024-05-02,2024Q4,2024-10-01,2024-12-31,9.0,94.0,4.878611111111111,5.0,9.0,0.0,0.0,,S-778c7e,Enterprise,2.0,398.0,4776.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,47.0,-0.16805555555555607,5.0,-1.0,5.0,0.0,0.0,-62.0,-12338.0,-148056.0,59.0,35.0,,4.6759259259259265,0.2026851851851843,,0.3333333333333333,-0.3333333333333333,,3.6666666666666665,1.3333333333333335,,5.333333333333333,3.666666666666667,,4447.666666666667,-4049.666666666667,,25.666666666666668,-23.666666666666668,,0,0,1,False,False
A-54d94a,2023-05-01,2024Q4,2024-10-01,2024-12-31,7.0,63.0,4.916388888888889,0.0,6.0,0.0,0.0,,S-6d6ab6,Basic,27.0,513.0,6156.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-29.0,-2.843055555555555,-1.0,-1.0,-1.0,-2.0,0.0,0.0,-810.0,-9720.0,73.75,-10.75,2.0,6.802222222222222,-1.8858333333333333,-1.5888888888888886,0.75,-0.75,0.0,1.25,-1.25,-4.0,6.5,-0.5,0.0,1120.5,-607.5,-810.0,27.0,0.0,0.0,1,0,1,False,False
A-54ecc2,2023-06-11,2024Q4,2024-10-01,2024-12-31,5.0,57.0,4.521944444444444,3.0,5.0,1.0,0.0,5.0,S-eea643,Enterprise,28.0,5572.0,66864.0,monthly,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,-27.0,-1.2605555555555554,-2.0,-2.0,-2.0,1.0,0.0,22.0,5458.0,65496.0,66.5,-9.5,-33.0,5.180694444444444,-0.6587499999999995,-2.9863888888888894,0.25,0.75,1.0,3.75,-0.75,0.0,5.75,-0.75,-2.0,2933.0,2639.0,5496.0,17.0,11.0,24.0,1,1,0,False,False
A-558c72,2023-06-01,2024Q4,2024-10-01,2024-12-31,5.0,50.0,2.236666666666667,6.0,5.0,0.0,0.0,,S-ebbda6,Pro,15.0,735.0,8820.0,annual,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,22.0,0.7911111111111113,2.0,6.0,2.0,-1.0,0.0,-62.0,-728.0,-8736.0,29.25,20.75,16.0,2.009513888888889,0.22715277777777798,-1.826111111111111,0.5,-0.5,0.0,1.75,4.25,5.0,3.0,2.0,2.0,1661.5,-926.5,-2250.0,46.0,-31.0,0.0,0,0,1,False,False
