account_id,signup_date,period,period_start,period_end,active_days,usage_count,usage_hours,errors,features_used,tickets_opened,escalations,avg_satisfaction,subscription_id_asof_period_end,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,end_date_inferred,account_churn_event_count_in_period,account_churn_event_in_period,account_churn_event_count_in_next_period,account_churn_event_in_next_period,subscription_ends_in_period,subscription_end_in_period,subscription_ends_in_next_period,subscription_end_in_next_period,active_sub_at_period_end,days_to_contract_end_asof_period_end,satisfaction_missing_flag,usage_count_mom_delta,usage_hours_mom_delta,active_days_mom_delta,errors_mom_delta,features_used_mom_delta,tickets_opened_mom_delta,escalations_mom_delta,seats_mom_delta,mrr_amount_mom_delta,arr_amount_mom_delta,usage_count_roll3_mean,usage_count_vs_roll3_mean,usage_count_roll3_change,usage_hours_roll3_mean,usage_hours_vs_roll3_mean,usage_hours_roll3_change,tickets_opened_roll3_mean,tickets_opened_vs_roll3_mean,tickets_opened_roll3_change,errors_roll3_mean,errors_vs_roll3_mean,errors_roll3_change,features_used_roll3_mean,features_used_vs_roll3_mean,features_used_roll3_change,mrr_amount_roll3_mean,mrr_amount_vs_roll3_mean,mrr_amount_roll3_change,seats_roll3_mean,seats_vs_roll3_mean,seats_roll3_change,usage_drop_flag,tickets_spike_flag,downsell_flag
A-3d957b,2024-04-04,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-2cc962,Enterprise,14.0,2786.0,33432.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,-4.666666666666667,-14.0,0.25666666666666665,-0.25666666666666665,-0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,-1.0,2786.0,0.0,0.0,14.0,0.0,0.0,0,0,0
A-3f9cc0,2024-06-03,2024-12,2024-12-01,2024-12-31,2.0,18.0,0.36833333333333335,0.0,2.0,0.0,0.0,,S-d1fb2e,Enterprise,30.0,5970.0,71640.0,monthly,,1.0,True,0.0,False,0.0,False,0.0,False,True,,0,18.0,0.36833333333333335,2.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,6.0,12.0,18.0,0.12277777777777778,0.24555555555555558,0.36833333333333335,0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333335,2.0,5970.0,0.0,0.0,30.0,0.0,0.0,0,0,0
A-40906c,2024-03-27,2024-12,2024-12-01,2024-12-31,1.0,28.0,1.7244444444444444,1.0,3.0,0.0,0.0,,S-77c880,Pro,92.0,4508.0,54096.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,19.0,1.3119444444444444,0.0,1.0,2.0,-1.0,0.0,0.0,-13800.0,-165600.0,24.333333333333332,3.666666666666668,-8.0,1.946666666666667,-0.22222222222222254,-1.9786111111111113,1.0,-1.0,-2.0,1.0,0.0,-1.0,2.3333333333333335,0.6666666666666665,0.0,8188.0,-3680.0,2760.0,92.0,0.0,0.0,0,0,1
A-40a557,2023-12-03,2024-12,2024-12-01,2024-12-31,1.0,6.0,0.5566666666666666,0.0,1.0,0.0,0.0,,S-12a13c,Enterprise,16.0,3184.0,38208.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,6.0,0.5566666666666666,1.0,0.0,1.0,-1.0,0.0,0.0,2400.0,28800.0,8.666666666666666,-2.666666666666666,-14.0,0.8116666666666669,-0.2550000000000002,-1.3216666666666668,0.6666666666666666,-0.6666666666666666,-1.0,0.0,0.0,0.0,1.3333333333333333,-0.33333333333333326,-2.0,1322.6666666666667,1861.3333333333333,3184.0,16.666666666666668,-0.6666666666666679,-2.0,0,0,0
A-40de06,2023-05-08,2024-12,2024-12-01,2024-12-31,6.0,61.0,4.397222222222222,2.0,7.0,0.0,0.0,,S-f52c97,Basic,28.0,532.0,6384.0,annual,,0.0,False,0.0,False,2.0,True,0.0,False,True,,0,18.0,-0.3802777777777777,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,48.666666666666664,12.333333333333336,19.0,3.580833333333333,0.816388888888889,2.8294444444444444,0.0,0.0,0.0,1.3333333333333333,0.6666666666666667,0.0,4.666666666666667,2.333333333333333,4.0,2212.0,-1680.0,-5040.0,28.0,0.0,0.0,0,0,0
A-410e86,2024-11-10,2024-12,2024-12-01,2024-12-31,1.0,11.0,1.6530555555555555,1.0,1.0,0.0,0.0,,S-2b2532,Enterprise,24.0,4776.0,57312.0,monthly,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,11.0,1.6530555555555555,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,,0.8265277777777778,0.8265277777777778,,0.0,0.0,,0.5,0.5,,0.5,0.5,,4776.0,0.0,,24.0,0.0,,0,0,0
A-417d2f,2023-07-04,2024-12,2024-12-01,2024-12-31,3.0,26.0,1.951111111111111,2.0,3.0,0.0,0.0,,S-0a3e58,Pro,33.0,1617.0,19404.0,monthly,,1.0,True,0.0,False,0.0,False,0.0,False,True,,0,15.0,1.0466666666666664,2.0,2.0,2.0,-2.0,0.0,-4.0,914.0,10968.0,24.0,2.0,-9.0,1.804722222222222,0.14638888888888912,-0.6074999999999999,0.6666666666666666,-0.6666666666666666,0.0,1.3333333333333333,0.6666666666666667,0.0,2.3333333333333335,0.6666666666666665,0.0,1007.6666666666666,609.3333333333334,914.0,35.666666666666664,-2.6666666666666643,-4.0,0,0,1
A-425e76,2023-05-17,2024-12,2024-12-01,2024-12-31,3.0,21.0,1.4719444444444445,0.0,3.0,0.0,0.0,,S-18b808,Enterprise,9.0,1791.0,21492.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,21.0,1.4719444444444445,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,-3.0,1.2184259259259258,0.2535185185185187,-0.7113888888888886,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,1.0,1791.0,0.0,0.0,9.0,0.0,0.0,0,0,0
A-427b69,2024-08-23,2024-12,2024-12-01,2024-12-31,5.0,41.0,2.852777777777778,5.0,5.0,0.0,0.0,,S-59edf9,Basic,17.0,323.0,3876.0,monthly,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,3.0,-1.0413888888888887,1.0,-1.0,1.0,0.0,0.0,0.0,-510.0,-6120.0,26.333333333333332,14.666666666666668,41.0,2.2489814814814815,0.6037962962962964,2.852777777777778,0.0,0.0,0.0,3.6666666666666665,1.3333333333333335,5.0,3.0,2.0,5.0,663.0,-340.0,-510.0,17.0,0.0,0.0,0,0,1
A-42b791,2024-05-20,2024-12,2024-12-01,2024-12-31,2.0,14.0,1.8411111111111111,1.0,2.0,0.0,0.0,,S-1dbbc2,Basic,20.0,380.0,4560.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,3.0,0.9836111111111111,0.0,0.0,0.0,0.0,0.0,-2.0,-698.0,-8376.0,11.666666666666666,2.333333333333334,4.0,1.3745370370370373,0.4665740740740738,0.4161111111111111,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,1.0,1.6666666666666667,0.33333333333333326,1.0,657.0,-277.0,-133.0,23.0,-3.0,-7.0,0,0,1
A-42e5e1,2024-07-09,2024-12,2024-12-01,2024-12-31,2.0,18.0,1.8416666666666666,3.0,2.0,0.0,0.0,,S-9f7b07,Pro,10.0,490.0,5880.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-4.0,1.156111111111111,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,-4.0,-8.0,1.7437037037037035,0.09796296296296303,-0.8622222222222222,0.0,0.0,0.0,3.3333333333333335,-0.3333333333333335,0.0,2.0,0.0,0.0,326.6666666666667,163.33333333333331,490.0,14.0,-4.0,-12.0,1,0,0
A-432483,2023-02-06,2024-12,2024-12-01,2024-12-31,1.0,24.0,1.0,3.0,2.0,0.0,0.0,,S-6cdfb7,Pro,31.0,1519.0,18228.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,-18.0,-3.134722222222222,-3.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,27.666666666666668,-3.666666666666668,7.0,2.0651851851851846,-1.0651851851851846,-0.060833333333333295,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,2.0,2.6666666666666665,-0.6666666666666665,0.0,1676.0,-157.0,-471.0,24.0,7.0,21.0,1,0,0
A-439b2f,2024-02-21,2024-12,2024-12-01,2024-12-31,2.0,18.0,2.5644444444444443,0.0,2.0,1.0,0.0,,S-83ee75,Pro,26.0,1274.0,15288.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,1,18.0,2.5644444444444443,2.0,0.0,2.0,1.0,0.0,22.0,1198.0,14376.0,6.0,12.0,18.0,0.8548148148148148,1.7096296296296294,2.5644444444444443,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333335,2.0,475.3333333333333,798.6666666666667,1198.0,11.333333333333334,14.666666666666666,22.0,0,1,0
A-43a9e3,2023-08-17,2024-12,2024-12-01,2024-12-31,1.0,12.0,1.0833333333333333,2.0,1.0,0.0,0.0,,S-fa8c75,Pro,18.0,882.0,10584.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-3.0,-0.056388888888889044,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,-0.6666666666666661,1.0,0.8194444444444446,0.2638888888888886,0.8480555555555555,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,882.0,0.0,0.0,18.0,0.0,0.0,1,0,0
A-4437e4,2023-09-16,2024-12,2024-12-01,2024-12-31,3.0,33.0,3.738888888888889,4.0,3.0,0.0,0.0,,S-88a47f,Basic,9.0,171.0,2052.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,23.0,3.0472222222222225,2.0,0.0,2.0,-2.0,0.0,3.0,-1023.0,-12276.0,22.666666666666668,10.333333333333332,8.0,1.7992592592592593,1.9396296296296296,2.7716666666666665,0.6666666666666666,-0.6666666666666666,0.0,2.6666666666666665,1.3333333333333335,4.0,2.3333333333333335,0.6666666666666665,0.0,853.0,-682.0,-1023.0,7.0,2.0,3.0,0,0,1
A-443b7c,2024-09-06,2024-12,2024-12-01,2024-12-31,4.0,36.0,4.145833333333333,1.0,4.0,0.0,0.0,,S-1e83a6,Basic,8.0,152.0,1824.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,-1.0,1.0238888888888886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.333333333333332,4.666666666666668,15.0,2.864814814814815,1.281018518518518,2.8191666666666664,0.0,0.0,0.0,0.3333333333333333,0.6666666666666667,1.0,3.3333333333333335,0.6666666666666665,2.0,313.6666666666667,-161.66666666666669,-485.0,9.666666666666666,-1.666666666666666,-5.0,0,0,0
A-443f6f,2024-12-07,2024-12,2024-12-01,2024-12-31,4.0,38.0,3.6191666666666666,3.0,4.0,0.0,0.0,,S-e86a94,Pro,19.0,931.0,11172.0,monthly,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,,,,,,,,,,,38.0,0.0,,3.6191666666666666,0.0,,0.0,0.0,,3.0,0.0,,4.0,0.0,,931.0,0.0,,19.0,0.0,,0,0,0
A-44dc83,2024-05-12,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-df3e3d,Enterprise,13.0,0.0,0.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,-12.0,0.31000000000000016,-0.31000000000000016,-0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,-1.0,0.0,0.0,0.0,14.333333333333334,-1.333333333333334,-4.0,0,0,0
A-45ce7a,2023-07-23,2024-12,2024-12-01,2024-12-31,1.0,14.0,0.4161111111111111,0.0,1.0,1.0,0.0,,S-41128b,Enterprise,16.0,3184.0,38208.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,1,14.0,0.4161111111111111,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.666666666666666,3.333333333333334,-4.0,0.7898148148148149,-0.37370370370370376,-1.5372222222222223,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.0,2224.0,960.0,2880.0,16.0,0.0,0.0,0,1,0
A-462d45,2024-01-15,2024-12,2024-12-01,2024-12-31,1.0,9.0,0.1525,0.0,1.0,1.0,0.0,,S-82c91a,Pro,30.0,1470.0,17640.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,1,-23.0,-1.4369444444444444,-2.0,0.0,-2.0,1.0,0.0,-31.0,-1519.0,-18228.0,18.0,-9.0,-4.0,1.046851851851852,-0.894351851851852,-1.246111111111111,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,2.0,-1.0,-1.0,1486.3333333333333,-16.333333333333258,1470.0,50.666666666666664,-20.666666666666664,-31.0,1,1,1
A-463db0,2024-12-05,2024-12,2024-12-01,2024-12-31,2.0,18.0,1.1402777777777777,1.0,2.0,1.0,0.0,4.0,S-3eb56d,Pro,15.0,735.0,8820.0,annual,,1.0,True,0.0,False,0.0,False,0.0,False,True,,0,,,,,,,,,,,18.0,0.0,,1.1402777777777777,0.0,,1.0,0.0,,1.0,0.0,,2.0,0.0,,735.0,0.0,,15.0,0.0,,0,0,0
A-474ad4,2023-11-28,2024-12,2024-12-01,2024-12-31,1.0,11.0,1.1733333333333333,0.0,1.0,0.0,0.0,,S-d88b25,Enterprise,24.0,4776.0,57312.0,annual,,0.0,False,0.0,False,2.0,True,0.0,False,True,,0,-29.0,-1.6025,-3.0,-1.0,-4.0,0.0,0.0,16.0,3184.0,38208.0,25.666666666666668,-14.666666666666668,-15.0,2.2836111111111106,-1.1102777777777773,-1.7283333333333335,0.0,0.0,0.0,1.0,-1.0,-2.0,3.0,-2.0,-2.0,2253.3333333333335,2522.6666666666665,4384.0,13.333333333333334,10.666666666666666,16.0,1,0,0
A-4814a3,2024-09-17,2024-12,2024-12-01,2024-12-31,3.0,34.0,2.936111111111111,1.0,3.0,0.0,0.0,,S-cd6d68,Pro,87.0,4263.0,51156.0,monthly,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,26.0,1.736111111111111,2.0,0.0,2.0,0.0,0.0,0.0,-13050.0,-156600.0,24.666666666666668,9.333333333333332,2.0,2.1866666666666665,0.7494444444444444,0.5122222222222219,0.0,0.0,0.0,1.3333333333333333,-0.33333333333333326,-1.0,2.3333333333333335,0.6666666666666665,0.0,12963.0,-8700.0,-13050.0,87.0,0.0,0.0,0,0,1
A-484819,2023-02-21,2024-12,2024-12-01,2024-12-31,1.0,7.0,0.30333333333333334,0.0,1.0,0.0,0.0,,S-ac8fd3,Enterprise,18.0,3582.0,42984.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-3.0,-1.182777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,1.333333333333333,7.0,0.5964814814814812,-0.2931481481481478,0.30333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,1.0,2527.3333333333335,1054.6666666666665,3164.0,19.333333333333332,-1.3333333333333321,-4.0,0,0,0
A-49b828,2023-05-05,2024-12,2024-12-01,2024-12-31,1.0,11.0,1.3658333333333332,0.0,1.0,0.0,0.0,,S-f3d5d7,Enterprise,20.0,3980.0,47760.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-24.0,-1.4044444444444446,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,28.0,-17.0,-27.0,2.908796296296296,-1.5429629629629629,-3.2244444444444444,0.3333333333333333,-0.3333333333333333,-1.0,1.3333333333333333,-1.3333333333333333,-4.0,2.3333333333333335,-1.3333333333333335,-2.0,2816.6666666666665,1163.3333333333335,3490.0,16.666666666666668,3.333333333333332,10.0,1,0,0
A-4a267b,2024-05-05,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-aef18a,Pro,25.0,0.0,0.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,-38.0,-3.0144444444444445,-2.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,26.0,-26.0,-40.0,1.7395370370370369,-1.7395370370370369,-2.2041666666666666,0.0,0.0,0.0,1.6666666666666667,-1.6666666666666667,-4.0,2.3333333333333335,-2.3333333333333335,-4.0,408.3333333333333,-408.3333333333333,-1225.0,25.0,0.0,0.0,1,0,0
A-4a4c2d,2023-05-02,2024-12,2024-12-01,2024-12-31,1.0,12.0,1.5266666666666666,1.0,1.0,0.0,0.0,,S-79535e,Pro,54.0,2646.0,31752.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-14.0,-1.941111111111111,-2.0,0.0,-2.0,-1.0,0.0,0.0,1620.0,19440.0,18.0,-6.0,-4.0,1.9325925925925924,-0.4059259259259258,0.7233333333333333,0.3333333333333333,-0.3333333333333333,0.0,0.6666666666666666,0.33333333333333337,1.0,2.0,-1.0,-1.0,1566.0,1080.0,1620.0,54.0,0.0,0.0,1,0,0
A-4ae22a,2024-05-09,2024-12,2024-12-01,2024-12-31,2.0,24.0,3.3844444444444446,2.0,2.0,0.0,0.0,,S-68dca1,Basic,28.0,532.0,6384.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-4.0,0.7400000000000002,0.0,1.0,1.0,0.0,0.0,22.0,418.0,5016.0,20.333333333333332,3.666666666666668,15.0,2.422962962962963,0.9614814814814814,2.144444444444445,0.0,0.0,0.0,1.0,1.0,2.0,1.3333333333333333,0.6666666666666667,1.0,613.3333333333334,-81.33333333333337,-662.0,13.333333333333334,14.666666666666666,22.0,0,0,0
A-4bfa33,2024-12-07,2024-12,2024-12-01,2024-12-31,3.0,52.0,3.370833333333333,3.0,4.0,0.0,0.0,,S-b8daaa,Enterprise,8.0,0.0,0.0,annual,,3.0,True,0.0,False,1.0,True,0.0,False,True,,0,,,,,,,,,,,52.0,0.0,,3.370833333333333,0.0,,0.0,0.0,,3.0,0.0,,4.0,0.0,,0.0,0.0,,8.0,0.0,,0,0,0
A-4c38bc,2024-03-09,2024-12,2024-12-01,2024-12-31,8.0,76.0,8.777222222222223,2.0,8.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,0.0,False,0.0,False,1.0,True,0.0,False,False,,0,56.0,6.231111111111112,6.0,1.0,6.0,0.0,0.0,-36.0,-7164.0,-85968.0,35.333333333333336,40.666666666666664,66.0,3.8688888888888893,4.908333333333333,8.49388888888889,0.0,0.0,0.0,1.0,1.0,2.0,3.6666666666666665,4.333333333333334,7.0,4776.0,-4776.0,-7164.0,24.0,-24.0,-36.0,0,0,1
A-4c56c9,2023-12-20,2024-12,2024-12-01,2024-12-31,2.0,18.0,1.2763888888888888,6.0,2.0,0.0,0.0,,S-1f3254,Basic,18.0,342.0,4104.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,-16.0,-0.1558333333333335,-1.0,6.0,-1.0,0.0,0.0,0.0,-3240.0,-38880.0,29.333333333333332,-11.333333333333332,-18.0,1.686203703703704,-0.4098148148148153,-1.0736111111111113,0.3333333333333333,-0.3333333333333333,-1.0,2.0,4.0,6.0,3.0,-1.0,-2.0,1905.0,-1563.0,-1449.0,15.0,3.0,9.0,1,0,1
A-4c6f11,2023-11-27,2024-12,2024-12-01,2024-12-31,2.0,24.0,1.97,0.0,2.0,0.0,0.0,,S-d322a2,Basic,24.0,456.0,5472.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,16.0,1.8522222222222222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,8.0,1.481111111111111,0.48888888888888893,-0.38555555555555565,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,-1.0,1.3333333333333333,0.6666666666666667,1.0,456.0,0.0,0.0,24.0,0.0,0.0,0,0,0
A-4d1e75,2024-08-21,2024-12,2024-12-01,2024-12-31,1.0,10.0,1.4166666666666667,0.0,1.0,0.0,0.0,,S-8dd1cf,Basic,20.0,380.0,4560.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,10.0,1.4166666666666667,1.0,0.0,1.0,0.0,0.0,-11.0,-1139.0,-13668.0,15.666666666666666,-5.666666666666666,-27.0,1.2723148148148147,0.14435185185185206,-0.983611111111111,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,-1.0,2.0,-1.0,-4.0,959.6666666666666,-579.6666666666666,-600.0,23.666666666666668,-3.666666666666668,0.0,0,0,1
A-4e0e85,2023-09-08,2024-12,2024-12-01,2024-12-31,3.0,22.0,1.8811111111111112,0.0,3.0,0.0,0.0,,S-1eba7d,Enterprise,39.0,0.0,0.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,15.0,1.4513888888888888,2.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,19.333333333333332,2.666666666666668,-7.0,1.3853703703703706,0.4957407407407406,0.035833333333333384,0.0,0.0,0.0,1.0,-1.0,-3.0,2.3333333333333335,0.6666666666666665,0.0,0.0,0.0,0.0,23.0,16.0,24.0,0,0,0
A-4e44e8,2024-08-20,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-99efdc,Enterprise,17.0,3383.0,40596.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-33.0,-2.0441666666666665,-4.0,0.0,-4.0,0.0,0.0,-12.0,2832.0,33984.0,16.666666666666668,-16.666666666666668,-17.0,1.1899074074074074,-1.1899074074074074,-1.5255555555555556,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-2.0,1311.3333333333333,2071.666666666667,3383.0,23.666666666666668,-6.666666666666668,-8.0,1,0,1
A-4e631b,2024-03-16,2024-12,2024-12-01,2024-12-31,3.0,25.0,2.246111111111111,4.0,3.0,0.0,0.0,,S-f5888c,Basic,22.0,418.0,5016.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,11.0,0.7099999999999997,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,-0.6666666666666679,-13.0,2.2925925925925923,-0.046481481481481346,-0.8494444444444444,0.0,0.0,0.0,1.6666666666666667,2.333333333333333,4.0,2.6666666666666665,0.3333333333333335,-1.0,1738.0,-1320.0,-3960.0,22.0,0.0,0.0,0,0,0
A-4e960a,2024-01-17,2024-12,2024-12-01,2024-12-31,3.0,29.0,1.253611111111111,6.0,3.0,1.0,0.0,,S-a87ff6,Basic,12.0,228.0,2736.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,1,-19.0,-3.020555555555556,0.0,6.0,-1.0,1.0,0.0,0.0,-360.0,-4320.0,32.666666666666664,-3.6666666666666643,8.0,2.3162037037037035,-1.0625925925925925,-0.16722222222222238,0.3333333333333333,0.6666666666666667,1.0,2.0,4.0,6.0,3.0,0.0,1.0,348.0,-120.0,0.0,12.0,0.0,0.0,1,1,1
A-4ef964,2024-03-07,2024-12,2024-12-01,2024-12-31,7.0,82.0,5.453611111111111,6.0,6.0,0.0,0.0,,S-7d651b,Pro,28.0,1372.0,16464.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,65.0,2.693611111111111,5.0,6.0,4.0,-1.0,0.0,0.0,0.0,0.0,50.333333333333336,31.666666666666664,30.0,3.8324074074074073,1.6212037037037037,2.17,0.3333333333333333,-0.3333333333333333,0.0,2.6666666666666665,3.3333333333333335,4.0,4.333333333333333,1.666666666666667,1.0,914.6666666666666,457.33333333333337,1372.0,18.666666666666668,9.333333333333332,28.0,0,0,0
A-4f18f0,2024-04-21,2024-12,2024-12-01,2024-12-31,2.0,19.0,0.9980555555555556,2.0,2.0,0.0,0.0,,S-1c7a41,Basic,24.0,456.0,5472.0,monthly,,1.0,True,0.0,False,0.0,False,0.0,False,True,,0,-3.0,-1.1624999999999996,0.0,-1.0,0.0,0.0,0.0,-35.0,-11285.0,-135420.0,13.666666666666666,5.333333333333334,19.0,1.0528703703703703,-0.05481481481481476,0.9980555555555556,0.0,0.0,0.0,1.6666666666666667,0.33333333333333326,2.0,1.3333333333333333,0.6666666666666667,2.0,7979.333333333333,-7523.333333333333,-11285.0,47.333333333333336,-23.333333333333336,-35.0,0,0,1
A-503d5a,2023-10-21,2024-12,2024-12-01,2024-12-31,3.0,51.0,5.4025,7.0,4.0,0.0,0.0,,S-88338a,Enterprise,56.0,11144.0,133728.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,11.0,2.9352777777777774,0.0,5.0,0.0,-1.0,0.0,46.0,10954.0,131448.0,50.0,1.0,-8.0,4.613981481481481,0.7885185185185186,-0.5697222222222225,0.6666666666666666,-0.6666666666666666,-1.0,3.0,4.0,7.0,4.333333333333333,-0.33333333333333304,-1.0,3876.0,7268.0,10850.0,24.0,32.0,50.0,0,0,0
A-508199,2024-01-28,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-a2cd6a,Enterprise,19.0,0.0,0.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-27.0,-3.191666666666667,-2.0,-6.0,-2.0,0.0,0.0,0.0,-3781.0,-45372.0,16.0,-16.0,-21.0,1.8500000000000003,-1.8500000000000003,-2.3583333333333334,0.0,0.0,0.0,2.0,-2.0,0.0,1.3333333333333333,-1.3333333333333333,-2.0,2520.6666666666665,-2520.6666666666665,-3781.0,19.0,0.0,0.0,1,0,1
A-50bb9f,2024-07-12,2024-12,2024-12-01,2024-12-31,1.0,13.0,1.1447222222222222,1.0,1.0,0.0,0.0,,S-b279c9,Pro,54.0,2646.0,31752.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,13.0,1.1447222222222222,1.0,1.0,1.0,0.0,0.0,24.0,1176.0,14112.0,7.0,6.0,5.0,0.7541666666666668,0.39055555555555543,0.026944444444444438,0.0,0.0,0.0,1.3333333333333333,-0.33333333333333326,-2.0,0.6666666666666666,0.33333333333333337,0.0,1504.6666666666667,1141.3333333333333,2248.0,28.666666666666668,25.333333333333332,52.0,0,0,0
A-50f3f7,2023-12-22,2024-12,2024-12-01,2024-12-31,3.0,31.0,2.5055555555555555,4.0,3.0,0.0,0.0,,S-f020d4,Enterprise,31.0,6169.0,74028.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-21.0,-3.693888888888889,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,43.0,-12.0,-15.0,3.8512037037037032,-1.3456481481481477,-0.34305555555555545,0.0,0.0,0.0,4.0,0.0,1.0,4.666666666666667,-1.666666666666667,-2.0,6169.0,0.0,0.0,31.0,0.0,0.0,1,0,0
A-51ec1b,2023-11-08,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-3bd95c,Enterprise,17.0,3383.0,40596.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,-3.3333333333333335,-10.0,0.3259259259259259,-0.3259259259259259,-0.9777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,-1.0,2631.0,752.0,2256.0,19.0,-2.0,-6.0,0,0,0
